reporting-org;result;indicator
41122;;% of infants 0-5 months exclusively breastfed (This indicator is applied in 3 Piloted MORES Districts in Indonesia  namely Aceh Timur  Sikka  and Jayawijaya)
41122;;Percentage reduction of stunting in selected districts of Aceh provinces
41122;;% of villages with standard quantity of trained community IYCF peer motivators/counsellors
41122;;% of HHs with distance to any Midwives or Nurse for ANC and Counselling services within 20 minutes on foot
41122;;% of infants 0-5 months exclusively breastfed
41122;;Number of individual and corporate donors  retention rate of donors
41122;;Percentage increase in the number of villages with early childhood education centers established
41122;;ECD Budgeting Guideline is available
41122;;Number of Legal Aspect Produced with support from UNICEF
41122;;Aceh: Percentage of villages with early childhood education centers established
41122;;Java: Number and percentage of district government that reflect pro-poor and integrated quality ECD strategy in their plan and budget
41122;;NTT: Number of districts with functioning coordination mechanism for planning  implementation and monitoring
41122;;Sulawesi: Number and percentage of district authorities having plan and allocate funds on quality HI ECD reflecting to address poor children (0-6 years old).
41122;;# and % of line ministries that reflect pro-poor and integrated quality ECD strategy in their plan and budget
41122;;A Resource Center for Quality HI-ECD is established
41122;;ECD Budgeting Guideline is available is developed and approved by Bappenas
41122;;A presidential decree and related regulations promoting ECD at national and subnational levels promulgated
41122;;Number of districts in NTT with coordination mechanism for planning  implementation and monitoring of HIECD
41122;;Number of targeted district governments in Java province which include integrated quality ECD strategy in their development plan and budget
41122;;Number of district governments in Sulawesi with a plan and allocated funds for HI-ECD
41122;;Percentage of households adopt household water treatment
41122;;Percentage of households use improved household toilets
41122;;Percentage of households adopting proper hand washing practices using soap
41122;;Proportion of infants exclusively breastfed for 6 months
41122;;Proportion of children 6-23 months receiving appropriate complementary feeding
41122;;Proportion of children 6-23 months with continued breastfeeding up to 2 years
41122;;Proportion of Puskesmas in selected sub-districts that have at least two health service providers and/or community-based workers trained on IYCF and maternal nutrition counselling.
41122;;IYCF and maternal nutrition counselling package and supportive supervision tools developed  tested and adopted for nationwide use.
41122;;Proportion of met need of EmONC (PK) in selected districts
41122;;% of HHs which can access services to village MW within 30 minutes walking distance at any time (Jayawijaya and Jayapura)
41122;;% of deliveries assisted by SBA ( including deliveries in facilities) (Jayawijaya and Jayapura)
41122;;% deliveries assisted by SBA with APN (Jayawijaya and Jayapura)
41122;;% village MW without any stock-out of oxytocin in the last 3 months (Jayawijaya and Jayapura)
41122;;Percent of districts/provinces with improved capacity to manage MNCH program
41122;;percent of HIV positive pregnant women who received anti-retrovirals in selected sites in 2 districts (Sorong  Jayawijaya) to reduce the risk of PMTCT
41122;;Number of districts fully integrating prevention of parents to child transmission into Antenatal care and adopting a provider-initiated counselling and testing approach.
41122;;% of States from the Amazon  the semiarid and where Urban Centers are located adopting methodologies and tools to improve municipal managers and social actor's competencies.
41122;;% of States adopting methodologies and tools to improve municipal managers and social actor's competencies.
41122;;Number of municipalities enrolled in the UNICEF Seal using the Guide on the Rights of Pregnant Women and Baby.
41122;;National Policy formally created.
41122;;Existence of tools and methodologies to reduce early pregnancy (under 15)
41122;;% of municipalities enrolled in the UNICEF Seal and of large urban centers enrolled in the Urban Center Platform which have ECD Municipal Plans
41122;;% of municipalities enrolled in the UNICEF Seal and of large urban centers enrolled in the Urban Center Platform implementing the Baby Week Strategy
41122;;Number of Sanitary Districts where health and nutrition knowledge is increased
41122;;Number of tools and methodologies culturally adapted and gender sensitive with UNICEF's support to work with indigenous population
41122;;Gender sensitive and culturally adapted methodologies incorporated in the National Indigenous Policy
41122;;Gender sensitive and culturally adapted methodologies used in indigenous villages
41122;;Number of states that have adopted and are enforcing the Universal Salt Iodisation law with UNICEF support.
41122;;Per cent of areas with prevalence of acute malnutrition above 15% have functioning WASH and health activities.
41122;;Number of states with a functional CMAM database.
41122;;Number of states with locality level nutrition data in use
41122;;Number of states implementing the government policy to provide free medical treatment to children under five years old
41122;;A national coordination body for multisectoral planning to address malnutrition is created
